,ISBN,book_id,Publication Year,Author,Title,AvgRating,Image-URL,Image-URL-S
137,0446601640,138,1850,"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym",The Scarlet Letter,3.37,https://images.gr-assets.com/books/1404810944m/12296.jpg,https://images.gr-assets.com/books/1404810944s/12296.jpg
138,0330484516,139,2011,Ransom Riggs,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",3.89,https://images.gr-assets.com/books/1472782916m/9460487.jpg,https://images.gr-assets.com/books/1472782916s/9460487.jpg
139,038572179X,140,2007,"Stieg Larsson, Reg Keeland","The Girl Who Kicked the Hornet's Nest (Millennium, #3)",4.2,https://images.gr-assets.com/books/1327708260m/6892870.jpg,https://images.gr-assets.com/books/1327708260s/6892870.jpg
140,0393020371,141,2012,Andy Weir,The Martian,4.39,https://images.gr-assets.com/books/1413706054m/18007564.jpg,https://images.gr-assets.com/books/1413706054s/18007564.jpg
141,1900850303,142,1989,Ken Follett,"The Pillars of the Earth (The Kingsbridge Series, #1)",4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
142,1903019699,143,2014,Anthony Doerr,All the Light We Cannot See,4.31,https://images.gr-assets.com/books/1451445646m/18143977.jpg,https://images.gr-assets.com/books/1451445646s/18143977.jpg
143,0345425294,144,2010,Laura Hillenbrand,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",4.4,https://images.gr-assets.com/books/1327861115m/8664353.jpg,https://images.gr-assets.com/books/1327861115s/8664353.jpg
144,0451410319,145,2001,Dan Brown,Deception Point,3.67,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
145,0553583468,146,2013,Donna Tartt,The Goldfinch,3.87,https://images.gr-assets.com/books/1451554970m/17333223.jpg,https://images.gr-assets.com/books/1451554970s/17333223.jpg
146,8420639133,147,2007,Jay Asher,Thirteen Reasons Why,4.02,https://images.gr-assets.com/books/1333822506m/1217100.jpg,https://images.gr-assets.com/books/1333822506s/1217100.jpg
147,8476409419,148,1999,Tracy Chevalier,Girl with a Pearl Earring,3.85,https://images.gr-assets.com/books/1327197580m/2865.jpg,https://images.gr-assets.com/books/1327197580s/2865.jpg
148,0380778556,149,2009,Gayle Forman,"If I Stay (If I Stay, #1)",3.96,https://images.gr-assets.com/books/1347462970m/4374400.jpg,https://images.gr-assets.com/books/1347462970s/4374400.jpg
149,0451525221,150,1997,Anita Diamant,The Red Tent,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
150,0002740230,151,2006,Rick Riordan,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",4.23,https://images.gr-assets.com/books/1400602661m/28186.jpg,https://images.gr-assets.com/books/1400602661s/28186.jpg
151,0385336772,152,2006,Nicholas Sparks,Dear John,4.01,https://images.gr-assets.com/books/1397749854m/5526.jpg,https://images.gr-assets.com/books/1397749854s/5526.jpg
152,0440949424,153,2008,Cassandra Clare,"City of Ashes (The Mortal Instruments, #2)",4.21,https://images.gr-assets.com/books/1432730356m/1582996.jpg,https://images.gr-assets.com/books/1432730356s/1582996.jpg
153,0505524996,154,1606,William Shakespeare,Macbeth,3.88,https://images.gr-assets.com/books/1459795224m/8852.jpg,https://images.gr-assets.com/books/1459795224s/8852.jpg
154,0140252800,155,1954,J.R.R. Tolkien,"The Two Towers (The Lord of the Rings, #2)",4.42,https://images.gr-assets.com/books/1298415523m/15241.jpg,https://images.gr-assets.com/books/1298415523s/15241.jpg
155,0451452755,156,2004,Emily Giffin,"Something Borrowed (Darcy & Rachel, #1)",3.83,https://images.gr-assets.com/books/1305063535m/42156.jpg,https://images.gr-assets.com/books/1305063535s/42156.jpg
156,0812575482,157,1960,"Dr. Seuss, לאה נאור",Green Eggs and Ham,4.29,https://images.gr-assets.com/books/1468680100m/23772.jpg,https://images.gr-assets.com/books/1468680100s/23772.jpg
157,044651747X,158,1964,"Roald Dahl, Quentin Blake","Charlie and the Chocolate Factory (Charlie Bucket, #1)",4.1,https://images.gr-assets.com/books/1309211401m/6310.jpg,https://images.gr-assets.com/books/1309211401s/6310.jpg
158,0060801263,159,2008,Rick Riordan,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",4.39,https://images.gr-assets.com/books/1443142158m/2120932.jpg,https://images.gr-assets.com/books/1443142158s/2120932.jpg
159,0061030147,160,1860,Charles Dickens,Great Expectations,3.75,https://images.gr-assets.com/books/1327920219m/2623.jpg,https://images.gr-assets.com/books/1327920219s/2623.jpg
160,0140250964,161,1955,J.R.R. Tolkien,"The Return of the King (The Lord of the Rings, #3)",4.51,https://images.gr-assets.com/books/1389977161m/18512.jpg,https://images.gr-assets.com/books/1389977161s/18512.jpg
161,0446527165,162,1942,"Albert Camus, Matthew    Ward",The Stranger,3.96,https://images.gr-assets.com/books/1349927872m/49552.jpg,https://images.gr-assets.com/books/1349927872s/49552.jpg
162,0671461494,163,2010,Rick Riordan,"The Lost Hero (The Heroes of Olympus, #1)",4.35,https://images.gr-assets.com/books/1464201003m/7736182.jpg,https://images.gr-assets.com/books/1464201003s/7736182.jpg
163,0385337639,164,2013,Rainbow Rowell,Eleanor & Park,4.11,https://images.gr-assets.com/books/1341952742m/15745753.jpg,https://images.gr-assets.com/books/1341952742s/15745753.jpg
164,039575514X,165,2005,George R.R. Martin,"A Feast for Crows (A Song of Ice and Fire, #4)",4.1,https://images.gr-assets.com/books/1429538615m/13497.jpg,https://images.gr-assets.com/books/1429538615s/13497.jpg
165,0451206673,166,2010,Ally Condie,"Matched (Matched, #1)",3.68,https://images.gr-assets.com/books/1367706191m/7735333.jpg,https://images.gr-assets.com/books/1367706191s/7735333.jpg
166,0330332775,167,2001,Neil Gaiman,"American Gods (American Gods, #1)",4.11,https://images.gr-assets.com/books/1258417001m/4407.jpg,https://images.gr-assets.com/books/1258417001s/4407.jpg
167,0486284735,168,1978,"Stephen King, Bernie Wrightson",The Stand,4.34,https://images.gr-assets.com/books/1213131305m/149267.jpg,https://images.gr-assets.com/books/1213131305s/149267.jpg
168,0671021745,169,2008,Nicholas Sparks,The Last Song,4.14,https://images.gr-assets.com/books/1286549186m/6400090.jpg,https://images.gr-assets.com/books/1286549186s/6400090.jpg
169,0671047612,170,1998,Dan Brown,Digital Fortress,3.6,https://images.gr-assets.com/books/1360095966m/11125.jpg,https://images.gr-assets.com/books/1360095966s/11125.jpg
170,0671504282,171,1815,"Jane Austen, Fiona Stafford",Emma,3.99,https://images.gr-assets.com/books/1373627931m/6969.jpg,https://images.gr-assets.com/books/1373627931s/6969.jpg
171,0399138684,172,1877,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",Anna Karenina,4.02,https://images.gr-assets.com/books/1352422904m/15823480.jpg,https://images.gr-assets.com/books/1352422904s/15823480.jpg
172,0785263292,173,1962,Anthony Burgess,A Clockwork Orange,3.98,https://images.gr-assets.com/books/1348339306m/227463.jpg,https://images.gr-assets.com/books/1348339306s/227463.jpg
173,0830714014,174,2007,William Paul Young,The Shack,3.74,https://images.gr-assets.com/books/1344270232m/1812457.jpg,https://images.gr-assets.com/books/1344270232s/1812457.jpg
174,0345354931,175,2009,Rick Riordan,"The Last Olympian (Percy Jackson and the Olympians, #5)",4.5,https://images.gr-assets.com/books/1327924597m/4502507.jpg,https://images.gr-assets.com/books/1327924597s/4502507.jpg
175,0553278223,176,1986,Stephen King,It,4.18,https://images.gr-assets.com/books/1309376909m/18342.jpg,https://images.gr-assets.com/books/1309376909s/18342.jpg
176,3150000335,177,1866,"Fyodor Dostoyevsky, David McDuff",Crime and Punishment,4.18,https://images.gr-assets.com/books/1382846449m/7144.jpg,https://images.gr-assets.com/books/1382846449s/7144.jpg
177,3257203659,178,1963,Sylvia Plath,The Bell Jar,3.98,https://images.gr-assets.com/books/1473890514m/6514.jpg,https://images.gr-assets.com/books/1473890514s/6514.jpg
178,3257207522,179,1996,Frank McCourt,"Angela's Ashes (Frank McCourt, #1)",4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
179,3257208626,180,1922,"Hermann Hesse, Hilda Rosner",Siddhartha,3.99,https://images.gr-assets.com/books/1428715580m/52036.jpg,https://images.gr-assets.com/books/1428715580s/52036.jpg
180,3257208634,181,1965,Truman Capote,In Cold Blood,4.05,https://images.gr-assets.com/books/1424931136m/168642.jpg,https://images.gr-assets.com/books/1424931136s/168642.jpg
181,3257208669,182,2009,"Kami Garcia, Margaret Stohl","Beautiful Creatures (Caster Chronicles, #1)",3.76,https://images.gr-assets.com/books/1327873282m/6304335.jpg,https://images.gr-assets.com/books/1327873282s/6304335.jpg
182,3257210450,183,2010,Cassandra Clare,"Clockwork Angel (The Infernal Devices, #1)",4.33,https://images.gr-assets.com/books/1454962884m/7171637.jpg,https://images.gr-assets.com/books/1454962884s/7171637.jpg
183,3257212054,184,1988,"Roald Dahl, Quentin Blake",Matilda,4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
184,3257212429,185,2011,Erin Morgenstern,The Night Circus,4.03,https://images.gr-assets.com/books/1387124618m/9361589.jpg,https://images.gr-assets.com/books/1387124618s/9361589.jpg
185,3257214154,186,2001,Philippa Gregory,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",4.04,https://images.gr-assets.com/books/1355932638m/37470.jpg,https://images.gr-assets.com/books/1355932638s/37470.jpg
186,3257216416,187,2005,Scott Westerfeld,"Uglies (Uglies, #1)",3.86,https://images.gr-assets.com/books/1443904172m/24770.jpg,https://images.gr-assets.com/books/1443904172s/24770.jpg
187,3257233051,188,2011,George R.R. Martin,"A Dance with Dragons (A Song of Ice and Fire, #5)",4.31,https://images.gr-assets.com/books/1327885335m/10664113.jpg,https://images.gr-assets.com/books/1327885335s/10664113.jpg
188,342311360X,189,1955,J.R.R. Tolkien,"The Lord of the Rings (The Lord of the Rings, #1-3)",4.47,https://images.gr-assets.com/books/1411114164m/33.jpg,https://images.gr-assets.com/books/1411114164s/33.jpg
189,3423116714,190,2012,Cheryl Strayed,Wild: From Lost to Found on the Pacific Crest Trail,3.96,https://images.gr-assets.com/books/1453189881m/12262741.jpg,https://images.gr-assets.com/books/1453189881s/12262741.jpg
190,3423241489,191,1987,"Alan Moore, Dave Gibbons, John Higgins",Watchmen,4.35,https://images.gr-assets.com/books/1442239711m/472331.jpg,https://images.gr-assets.com/books/1442239711s/472331.jpg
191,3426605686,192,2007,Patrick Rothfuss,"The Name of the Wind (The Kingkiller Chronicle, #1)",4.55,https://images.gr-assets.com/books/1472068073m/186074.jpg,https://images.gr-assets.com/books/1472068073s/186074.jpg
192,3453212150,193,2008,Malcolm Gladwell,Outliers: The Story of Success,4.11,https://images.gr-assets.com/books/1344266315m/3228917.jpg,https://images.gr-assets.com/books/1344266315s/3228917.jpg
193,3462021095,194,1851,"Herman Melville, Andrew Delbanco, Tom Quirk","Moby-Dick or, The Whale",3.46,https://images.gr-assets.com/books/1327940656m/153747.jpg,https://images.gr-assets.com/books/1327940656s/153747.jpg
194,3492045642,195,2008,"Mary Ann Shaffer, Annie Barrows",The Guernsey Literary and Potato Peel Pie Society,4.12,https://images.gr-assets.com/books/1351979318m/2728527.jpg,https://images.gr-assets.com/books/1351979318s/2728527.jpg
195,3498020862,196,1996,Chuck Palahniuk,Fight Club,4.2,https://images.gr-assets.com/books/1357128997m/5759.jpg,https://images.gr-assets.com/books/1357128997s/5759.jpg
196,3499110695,197,2001,Charlaine Harris,"Dead Until Dark (Sookie Stackhouse, #1)",3.96,https://images.gr-assets.com/books/1468560853m/301082.jpg,https://images.gr-assets.com/books/1468560853s/301082.jpg
197,3499151502,198,1982,Alice Walker,The Color Purple,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
198,3518111000,199,2005,John Grogan,Marley and Me: Life and Love With the World's Worst Dog,4.12,https://images.gr-assets.com/books/1308858322m/12691.jpg,https://images.gr-assets.com/books/1308858322s/12691.jpg
199,3548254268,200,1939,Agatha Christie,And Then There Were None,4.23,https://images.gr-assets.com/books/1391120695m/16299.jpg,https://images.gr-assets.com/books/1391120695s/16299.jpg
200,3570300099,201,2009,Dan Brown,"The Lost Symbol (Robert Langdon, #3)",3.66,https://images.gr-assets.com/books/1358274396m/6411961.jpg,https://images.gr-assets.com/books/1358274396s/6411961.jpg
201,3596292646,202,2009,Becca Fitzpatrick,"Hush, Hush (Hush, Hush, #1)",4.0,https://images.gr-assets.com/books/1358261334m/6339664.jpg,https://images.gr-assets.com/books/1358261334s/6339664.jpg
202,0060977493,203,2011,Jamie McGuire,"Beautiful Disaster (Beautiful, #1)",4.15,https://images.gr-assets.com/books/1358259032m/11505797.jpg,https://images.gr-assets.com/books/1358259032s/11505797.jpg
203,0312872682,204,1843,Charles Dickens,A Christmas Carol,4.02,https://images.gr-assets.com/books/1406512317m/5326.jpg,https://images.gr-assets.com/books/1406512317s/5326.jpg
204,0316602906,205,1976,Anne Rice,"Interview with the Vampire (The Vampire Chronicles, #1)",3.97,https://images.gr-assets.com/books/1380631642m/43763.jpg,https://images.gr-assets.com/books/1380631642s/43763.jpg
205,0316693006,206,2012,Kiera Cass,"The Selection (The Selection, #1)",4.15,https://images.gr-assets.com/books/1322103400m/10507293.jpg,https://images.gr-assets.com/books/1322103400s/10507293.jpg
206,0345311396,207,1994,Janet Evanovich,"One for the Money (Stephanie Plum, #1)",4.03,https://images.gr-assets.com/books/1316730230m/6853.jpg,https://images.gr-assets.com/books/1316730230s/6853.jpg
207,0345378490,208,2010,Rebecca Skloot,The Immortal Life of Henrietta Lacks,4.04,https://images.gr-assets.com/books/1327878144m/6493208.jpg,https://images.gr-assets.com/books/1327878144s/6493208.jpg
208,0345404793,209,1988,Thomas Harris,"The Silence of the Lambs  (Hannibal Lecter, #2)",4.14,https://images.gr-assets.com/books/1390426249m/23807.jpg,https://images.gr-assets.com/books/1390426249s/23807.jpg
209,0345433173,210,2007,Richelle Mead,"Vampire Academy (Vampire Academy, #1)",4.14,https://images.gr-assets.com/books/1361098973m/345627.jpg,https://images.gr-assets.com/books/1361098973s/345627.jpg
210,0375400117,211,2005,Malcolm Gladwell,Blink: The Power of Thinking Without Thinking,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
211,0375705856,212,2001,Ian McEwan,Atonement,3.88,https://images.gr-assets.com/books/1320449708m/6867.jpg,https://images.gr-assets.com/books/1320449708s/6867.jpg
212,0380717018,213,1915,"Franz Kafka, Stanley Corngold",The Metamorphosis,3.78,https://images.gr-assets.com/books/1359061917m/485894.jpg,https://images.gr-assets.com/books/1359061917s/485894.jpg
213,0380718332,214,2007,Rick Riordan,"The Titan's Curse (Percy Jackson and the Olympians, #3)",4.33,https://images.gr-assets.com/books/1361038385m/561456.jpg,https://images.gr-assets.com/books/1361038385s/561456.jpg
214,0380754509,215,2011,Ernest Cline,Ready Player One,4.31,https://images.gr-assets.com/books/1500930947m/9969571.jpg,https://images.gr-assets.com/books/1500930947s/9969571.jpg
215,038076654X,216,2006,Garth Stein,The Art of Racing in the Rain,4.19,https://images.gr-assets.com/books/1377206302m/3153910.jpg,https://images.gr-assets.com/books/1377206302s/3153910.jpg
216,0380807866,217,2003,"Erik Larson, Tony Goldwyn","The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",3.98,https://images.gr-assets.com/books/1312066724m/21996.jpg,https://images.gr-assets.com/books/1312066724s/21996.jpg
217,0385316895,218,2012,Sylvia Day,"Bared to You (Crossfire, #1)",4.19,https://images.gr-assets.com/books/1477803272m/13572249.jpg,https://images.gr-assets.com/books/1477803272s/13572249.jpg
218,0385497466,219,1956,"C.S. Lewis, Pauline Baynes","The Chronicles of Narnia (Chronicles of Narnia, #1-7)",4.24,https://images.gr-assets.com/books/1449868701m/11127.jpg,https://images.gr-assets.com/books/1449868701s/11127.jpg
219,0385508042,220,1956,Mark Cotta Vaz,Twilight: The Complete Illustrated Movie Companion,4.23,https://images.gr-assets.com/books/1352539022m/3609760.jpg,https://images.gr-assets.com/books/1352539022s/3609760.jpg
220,0385509456,221,1995,Dave Pelzer,"A Child Called ""It"" (Dave Pelzer #1)",4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
221,0385511612,222,1980,Robert Ludlum,"The Bourne Identity (Jason Bourne, #1)",3.98,https://images.gr-assets.com/books/1335860740m/7869.jpg,https://images.gr-assets.com/books/1335860740s/7869.jpg
222,0385730586,223,2001,Eoin Colfer,"Artemis Fowl (Artemis Fowl, #1)",3.82,https://images.gr-assets.com/books/1327945104m/249747.jpg,https://images.gr-assets.com/books/1327945104s/249747.jpg
223,0425164403,224,2009,Lauren Kate,"Fallen (Fallen, #1)",3.74,https://images.gr-assets.com/books/1440619649m/6487308.jpg,https://images.gr-assets.com/books/1440619649s/6487308.jpg
224,0440234964,225,1952,John Steinbeck,East of Eden,4.35,https://images.gr-assets.com/books/1441547516m/4406.jpg,https://images.gr-assets.com/books/1441547516s/4406.jpg
